city,state,zip,address,type,year built,heat type,cooling type,garage type,HOA cost,sqft,price per sqft,buyers fee,listing price
Hillsboro,OR,97123,7702-Lumberton-Ln,Residential,2023,"ENERGY STAR Qualified Equipment, Forced Air 95 Plus",Central Air,1 Attached Garage space,$186 monthly,"3,049 sqft",$428 ,2%,519900
Hillsboro,OR,97123,5828-SE-77th-Ave,"Residential, Single Family Residence",2023,"ENERGY STAR Qualified Equipment, Forced Air 95 Plus",Central Air,2 Attached Garage spaces,$91 monthly,No Data,$320 ,2%,729900
Hillsboro,OR,97123,6531-SE-McInnis-St,"Residential, Single Family Residence",2023,"Forced Air 95 Plus, Fireplace(s)",ENERGY STAR Qualified Equipment,2 Attached Garage spaces,$147 monthly,"5,227 sqft",$379 ,2%,689900
Hillsboro,OR,97123,7826-Reddington-St,"Residential, Townhouse",2023,"ENERGY STAR Qualified Equipment, Forced Air, Forced Air 95 Plus, Fireplace(s)",Central Air,2 Attached Garage spaces,$186 monthly,No Data,$329 ,2%,499900
Hillsboro,OR,97123,6620-SE-Provence-St,"Residential, Single Family Residence",2023,Forced Air 95 Plus,ENERGY STAR Qualified Equipment,2 Garage spaces,$147 monthly,"3,049 sqft",$312 ,2%,599900
Hillsboro,OR,97123,6539-SE-McInnis-St,"Residential, Single Family Residence",2023,"ENERGY STAR Qualified Equipment, Forced Air 95 Plus",ENERGY STAR Qualified Equipment,2 Attached Garage spaces,$147 monthly,"4,791 sqft",$332 ,2%,709900
Vancouver,WA,98665,7123-NE-27th-Ave,"Residential, Single Family Residence",2023,Heat Pump,Heat Pump,3 Attached Garage spaces,$60 monthly,No Data,$283 ,2%,525995
Vancouver,WA,98682,10214-NE-132nd-Ave,"Residential, Single Family Residence",2023,"Heat Pump, Fireplace(s)",Heat Pump,2 Attached Garage spaces,$132 monthly,No Data,$296 ,2%,604900
Seattle,WA,98101,1808-Minor-Ave-3001,Condominium,Built in 2019,Radiant,"Forced air, heat pump",1 Garage space,0,"$1,005 monthly HOA fee","$1,255 price/sqft",3% buyers agency fee,1279900
Prairie,WA,98606,13614-NE-117th-Ave-Brush,"Residential, Single Family Residence",2023,Heat Pump,Heat Pump,2 Attached Garage spaces,$35 monthly,No Data,$309 ,2%,633990
Portland,OR,97224,17243-SW-Eldorado-Dr,"Residential, manufactured home",Built in 1974,"Energy star qualified equipment, forced air 95 plus, mini split, forced air 90",Heat pump,Carport,0,"$1,099 monthly HOA fee",$78 price/sqft,3% buyers agency fee,75000
Vancouver,WA,98682,13408-NE-103rd-Dr,"Residential, Single Family Residence",2023,"Heat Pump, Fireplace(s)",Heat Pump,3 Attached Garage spaces,$132 monthly,No Data,$337 ,2%,704900
Prairie,WA,98606,13528-NE-116th-St-Brush,"Residential, Single Family Residence",2024,Heat Pump,Heat Pump,2 Attached Garage spaces,$35 monthly,No Data,$309 ,2%,632990
Beaverton,OR,97007,12435-Silvertip-St,"Residential, Single Family Residence",2023,Forced Air 95 Plus,Central Air,2 Attached Garage spaces,$81 monthly,No Data,$368 ,2.25%,879000
Beaverton,OR,97007,12200-SW-Strobel-Rd-G9V7BM,"Residential, Single Family Residence",2023,"Forced Air, Forced Air 95 Plus, Fireplace(s)",Air Conditioning Ready,2 Attached Garage spaces,$40 monthly,"3,910 sqft",$300 ,2.25%,839990
Tigard,OR,97224,15447-SW-Vanderwood-Ave,"Residential, Single Family Residence",2023,Forced Air 95 Plus,Air Conditioning Ready,2 Attached Garage spaces,$70 monthly,No Data,$293 ,2.50%,769854
Beaverton,OR,97007,12055-Lolo-Ln,"Residential, Single Family Residence",2023,"Forced Air 95 Plus, Fireplace(s)",Air Conditioning Ready,2 Attached Garage spaces,$80 monthly,No Data,$320 ,2.70%,719990
Beaverton,OR,97007,17880-Maiden-Ct,"Residential, Single Family Residence",2023,"Forced Air 95 Plus, Fireplace(s)",Air Conditioning Ready,2 Attached Garage spaces,$90 monthly,No Data,$303 ,2.70%,864990
Vancouver,WA,98686,3423-NE-120th-Cir,"Residential, Single Family Residence",2023,"Forced Air, Heat Pump",Heat Pump,1 Attached Garage space,924,No Data,$470 ,3%,454900
Seattle,WA,98122,1739-Madrona-Dr,Single Family Residence,2023,"Ductless HP-Mini Split, Radiant, Wall Furnace",Ductless HP-Mini Split,1 Attached Garage space,$51 monthly,1 sqft,$639 ,3%,1725000
Cornelius,OR,97113,2801-S-Nectarine-St-LOT-567,Residential,2024,"Ductless, Mini Split",Heat Exchanger,1 Attached Garage space,$126 monthly,No Data,$282 ,"$9,224 ",428719
Cornelius,OR,97113,2824-S-Nectarine-St-LOT-541,Residential,2023,"Ductless, Mini Split",Heat Exchanger,1 Attached Garage space,$126 monthly,No Data,$299 ,"$9,786 ",454000
Vancouver,WA,98665,6912-NE-16th-Ave,"Residential, Townhouse",2023,Heat Pump,Heat Pump,2 Attached Garage spaces,$174 monthly,No Data,$258 ,"$10,250 ",444990
Vancouver,WA,98665,6914-NE-16th-Ave,"Residential, Townhouse",2023,Heat Pump,Heat Pump,2 Attached Garage spaces,$174 monthly,No Data,$258 ,"$10,250 ",444990
Portland,OR,97224,16683-SW-Colorado-Ln,"Residential, Condominium, Townhouse",2023,Forced Air 90,Air Conditioning Ready,1 Attached Garage space,$207 monthly,No Data,$292 ,"$11,525 ",474990
Beaverton,OR,97007,12900-SW-Tabor-Ter,"Residential, Single Family Residence",2023,"Forced Air, Fireplace(s)",Air Conditioning Ready,2 Attached Garage spaces,$76 monthly,No Data,$363 ,"$12,000 ",599990
Portland,OR,97224,16677-SW-Colorado-Ln,"Residential, Condominium, Townhouse",2023,Forced Air 90,Central Air,2 Attached Garage spaces,$207 monthly,No Data,$300 ,"$12,400 ",518990
Portland,OR,97224,14408-SW-165th-Ave,"Residential, Condominium, Townhouse",2023,Forced Air 90,Central Air,1 Attached Garage space,$226 monthly,No Data,$237 ,"$12,500 ",509990
Portland,OR,97224,14452-SW-165th-Ave,"Residential, Condominium, Townhouse",2023,Forced Air 90,Air Conditioning Ready,2 Attached Garage spaces,$226 monthly,No Data,$253 ,"$12,550 ",509990
Vancouver,WA,98682,4412-NE-182nd-Ave-LOT-42,"Residential, Single Family Residence",2023,"Forced Air, Heat Pump",Heat Pump,2 Attached Garage spaces,$28 monthly,No Data,$323 ,"$12,749 ",520200
Beaverton,OR,97007,18570-Snowglade-Dr,"Residential, Single Family Residence",2023,Forced Air 95 Plus,Air Conditioning Ready,2 Attached Garage spaces,$81 monthly,No Data,$354 ,"$13,059.80 ",739990
Vancouver,WA,98686,4401-NE-183rd-St-LOT-48,"Residential, Single Family Residence",2023,"ENERGY STAR Qualified Equipment, Forced Air, Heat Pump",Heat Pump,2 Attached Garage spaces,$28 monthly,"4,356 sqft",$297 ,"$13,274.10 ",604550
Vancouver,WA,98686,18009-NE-46th-Ct-LOT-20,"Residential, Single Family Residence",2023,Heat Pump,Heat Pump,3 Attached Garage spaces,$28 monthly,No Data,$314 ,"$13,836.60 ",628000
Beaverton,OR,97007,12175-Silvertip-St,"Residential, Single Family Residence",2023,Forced Air 95 Plus,Air Conditioning Ready,2 Attached Garage spaces,$81 monthly,No Data,$284 ,"$15,039.80 ",834990
Beaverton,OR,97007,14939-SW-Village-Ln,Residential,Built in 1970,"Forced air 90, mini split",Central air,2 Attached garage spaces,0,"$1,100 annually HOA fee","2,613 sqft",2.25% buyers agency fee,750000
Portland,OR,97224,14764-SW-169th-Ave,"Residential, Single Family Residence",2023,"Forced Air, Fireplace(s)",Air Conditioning Ready,2 Attached Garage spaces,$126 monthly,No Data,$298 ,"$16,950 ",675990
Beaverton,OR,97007,12470-Silvertip-St,"Residential, Single Family Residence",2023,"Forced Air, Fireplace(s)",Air Conditioning Ready,2 Attached Garage spaces,$76 monthly,No Data,$310 ,"$18,125 ",762990
Vancouver,WA,98686,18204-NE-47th-Ave-LOT-76,"Residential, townhouse",Built in 2023,Heat pump,Heat pump,2 Attached garage spaces,$144 monthly HOA fee,No data,$259 price/sqft,$10061.5 buyers agency fee,421800
Eugene,OR,97403,2799-Pinerock-Dr,"Residential, single family residence",Built in 2023,Heat pump,Heat pump,2 Attached garage spaces,$130 annually HOA fee,No data,$295 price/sqft,$11789.1 buyers agency fee,664920
Tigard,OR,97224,15744-SW-Vanderwood-Ave,"Residential, single family residence",Built in 2023,"Forced air 95 plus, fireplace(s)",Air conditioning ready,3 Attached garage spaces,$70 monthly HOA fee,"5,540 sqft",$315 price/sqft,$16000 buyers agency fee,826670
Tacoma,WA,98403,1-N-Stadium-Way-APT-1,Condominium,Built in 1975,Fireplace(s),No data,1 Garage space,0,"$1,116 monthly HOA fee",$246 price/sqft,3% buyers agency fee,615000
Seattle,WA,98117,6535-Seaview-Ave-NW-APT-104B,Condominium,Built in 1968,Wall furnace,None,1 Open parking space,0,"$1,147 monthly HOA fee",$659 price/sqft,3% buyers agency fee,699000
Corvallis,OR,97333,4145-SW-Country-Club-Dr,Single family residence,Built in 2023,Forced air,Central air,2 Attached garage spaces,$100 annually HOA fee,0.26 Acres,$314 price/sqft,$6250 buyers agency fee,689624
Seattle,WA,98101,1107-1st-Ave-APT-1206,Condominium,Built in 1983,Forced air,Central air,1 Garage space,0,"$1,178 monthly HOA fee",$788 price/sqft,2.5% buyers agency fee,799999
Vancouver,WA,98660,590-Waterfront-Way-UNIT-701,"Residential, condominium",Built in 2022,"Heat pump, fireplace(s)",Central air,2 Attached garage spaces,0,"$1,241 monthly HOA fee","$1,073 price/sqft",2.5% buyers agency fee,1500000
Seattle,WA,98121,588-Bell-St-UNIT-2602,Condominium,Built in 2015,"90%+ high efficiency, forced air",Central air,2 Garage spaces,0,"$1,243 monthly HOA fee",$873 price/sqft,3% buyers agency fee,1095000
Beaverton,OR,97007,12700-Trask-St,"Residential, single family residence",Built in 2023,Forced air 95 plus,Central air,2 Attached garage spaces,$44 monthly HOA fee,No data,$310 price/sqft,15750% buyers agency fee,699990
Seattle,WA,98121,583-Battery-St-APT-208,Condominium,Built in 2016,"Forced air, high efficiency (unspecified)",Central air,1 Garage space,0,"$1,244 monthly HOA fee",$774 price/sqft,3% buyers agency fee,949000
Portland,OR,97205,1221-SW-10th-Ave-UNIT-705,"Residential, condominium",Built in 2006,"Forced air, heat pump, fireplace(s)",Central air,2 Attached garage spaces,0,"$1,303 monthly HOA fee",$443 price/sqft,2.25% buyers agency fee,949000
Portland,OR,97201,1299-SW-Cardinell-Dr-A,"Residential, condominium",Built in 1939,"Heat pump, fireplace(s)",Heat pump,1 Attached garage space,0,$105 monthly HOA fee,$423 price/sqft,2% buyers agency fee,1175000
Tigard,OR,97224,9214-SW-Waverly-Dr,"Residential, condominium",Built in 2023,"Forced air 95 plus, fireplace(s)",Central air,2 Attached garage spaces,0,$117 monthly HOA fee,$300 price/sqft,2.5% buyers agency fee,689900
Seattle,WA,98118,9050-Seward-Park-Ave-S-122,Condominium,Built in 1965,None,None,Off street,0,$123 monthly HOA fee,"$4,500 price/sqft",3% buyers agency fee,135000
Salem,OR,97306,1950-Kari-Dawn-Ave-SE,Single family residence,Built in 2019,No data,No data,2 Attached garage spaces,$138 monthly HOA fee,"2,178 sqft",$261 price/sqft,0,399900
Seattle,WA,98117,309-NW-89th-St-B,Condominium,Built in 2023,"Ductless hp-mini split, tankless water heater",Ductless hp-mini split,1 Open parking space,0,$172 quarterly HOA fee,$662 price/sqft,2.5% buyers agency fee,674900
Corvallis,OR,97330,2763-NW-Daylily-Ave,Condominium,Built in 2002,No data,No data,2 Attached garage spaces,0,$190 monthly HOA fee,$274 price/sqft,2.5% buyers agency fee,429900
Portland,OR,97239,4648-SW-Condor-Ave-5,"Residential, condominium",Built in 2007,"Forced air, fireplace(s)",Central air,2 Garage spaces,0,$195 monthly HOA fee,$302 price/sqft,2.25% buyers agency fee,572000
Seattle,WA,98118,7343-Martin-Luther-King-Jr-Way-S-116,Condominium,Built in 2025,90%+ high efficiency,None,Garage,0,"$2,060 monthly HOA fee",$92 price/sqft,2.5% buyers agency fee,66081
Portland,OR,97230,12615-NE-Shaver-St,Residential,Built in 1975,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,$480 monthly HOA fee,No data,$255 price/sqft,2.25% buyers agency fee,365000
Portland,OR,97217,2630-N-Hayden-Island-Dr-SLIP-16,Residential,Built in 1986,"Ceiling, ductless, mini split, fireplace(s)",Wall unit(s),2 Garage spaces,$440 monthly HOA fee,No data,$359 price/sqft,2.25% buyers agency fee,750000
Vancouver,WA,98661,5511-SE-Scenic-Ln-UNIT-300,"Residential, condominium",Built in 2005,"Forced air, fireplace(s)",Central air,3 Attached garage spaces,0,"$2,272 monthly HOA fee",$937 price/sqft,2.25% buyers agency fee,4000000
Vancouver,WA,98660,590-Waterfront-Way-1000,Condominium,Built in 2022,Fireplace(s),No data,1 Garage space,0,"$2,384 monthly HOA fee","$1,080 price/sqft",2.5% buyers agency fee,3299000
Portland,OR,97230,15032-NE-Rose-Pkwy,Residential,Built in 1977,Forced air 90,Central air,2 Attached garage spaces,$474 monthly HOA fee,No data,$183 price/sqft,2.25% buyers agency fee,299900
Seattle,WA,98106,8455-18th-Ave-SW,Condominium,Built in 2023,Ductless hp-mini split,Ductless hp-mini split,1 Garage space,0,$20 monthly HOA fee,$560 price/sqft,3% buyers agency fee,689950
Eugene,OR,97405,85700-Hampstead-Ln,"Residential, manufactured home",Built in 1981,"Forced air, heat pump",No data,2 Garage spaces,0,$210 monthly HOA fee,$267 price/sqft,2.5% buyers agency fee,350000
Seattle,WA,98126,3224-SW-Westbridge-Pl,Condominium,Built in 2020,"Fireplace(s), forced air, insert, tankless water heater","Central air, forced air",2 Garage spaces,0,$213 monthly HOA fee,$424 price/sqft,2.5% buyers agency fee,1625000
Portland,OR,97236,12638-SE-Foster-Rd-12,"Residential, condominium",Built in 1924,"Forced air, fireplace(s)",None,1 Garage space,0,$225 monthly HOA fee,$169 price/sqft,2.5% buyers agency fee,389900
Vancouver,WA,98685,11813-NW-38th-Ave-4,"Residential, condominium",Built in 2023,"Energy star qualified equipment, mini split",Central air,1 Garage space,0,$245 monthly HOA fee,$432 price/sqft,2.25% buyers agency fee,680000
Portland,OR,97236,2706-SE-138th-Ave-APT-28,"Residential, condominium, townhouse",Built in 1974,Baseboard,Wall unit(s),1 Garage space,$354 monthly HOA fee,No data,$214 price/sqft,2.25% buyers agency fee,170000
Salem,OR,97304,3403-Lake-Vanessa-Cir-NW,Manufactured home,Built in 1999,"Natural gas, forced air",Central air,2 Attached garage spaces,0,$250 annually HOA fee,$188 price/sqft,2.5% buyers agency fee,399000
Beaverton,OR,97007,14735-SW-Beard-Rd-UNIT-101,"Residential, condominium",Built in 2003,Forced air,None,1 Attached garage space,0,$260 monthly HOA fee,$357 price/sqft,2.75% buyers agency fee,365000
Portland,OR,97203,9333-N-Lombard-St-APT-25,"Residential, condominium",Built in 1963,"Radiant, zoned",None,Carport,0,$263 monthly HOA fee,$372 price/sqft,2.25% buyers agency fee,217000
Portland,OR,97236,4904-SE-122nd-Ave,"Residential, condominium",Built in 2007,Forced air,No data,1 Attached garage space,0,$275 monthly HOA fee,$212 price/sqft,2.5% buyers agency fee,319000
Beaverton,OR,97006,780-NW-185th-Ave-UNIT-306,"Residential, condominium",Built in 2007,Other,Wall unit(s),Carport,0,$285 monthly HOA fee,$332 price/sqft,2.25% buyers agency fee,317000
Bothell,WA,98011,10938-NE-189th-St-UNIT-H,Condominium,Built in 2021,"90%+ high efficiency, ductless hp-mini split, forced air, heat pump","90%+ high efficiency, ductless hp-mini split, forced air",2 Garage spaces,0,$300 monthly HOA fee,$612 price/sqft,2.5% buyers agency fee,829000
Portland,OR,97214,3316-SE-Alder-St,"Residential, townhouse",Built in 1999,"Forced air, fireplace(s)",Central air,1 Attached garage space,$291 monthly HOA fee,435.60 Sqft,$349 price/sqft,2.25% buyers agency fee,515000
Seattle,WA,98122,1125-E-Olive-St-APT-201,Condominium,Built in 2007,Wall furnace,None,1 Garage space,0,$301 monthly HOA fee,$745 price/sqft,3% buyers agency fee,324900
Portland,OR,97229,13462-NW-Countryview-Way,"Residential, single family residence",Built in 1994,"Forced air, fireplace(s)",Central air,3 Attached garage spaces,$700 annually HOA fee,0.38 Acres,$392 price/sqft,2.25% buyers agency fee,2000000
Vancouver,WA,98661,3613-NE-45th-St,"Residential, condominium",Built in 1974,"Ceiling, wall furnace, fireplace(s)",No data,1 Attached garage space,0,$303 monthly HOA fee,$255 price/sqft,2.5% buyers agency fee,219900
Seattle,WA,98107,2650-NW-58th-St-APT-11,Condominium,Built in 1988,Wall furnace,None,None,0,$303 monthly HOA fee,$613 price/sqft,3% buyers agency fee,255000
Portland,OR,97229,1940-NW-143rd-Ave-85,"Residential, condominium",Built in 1992,Mini split,Other,Deeded,0,$325 monthly HOA fee,$439 price/sqft,2.5% buyers agency fee,275000
Portland,OR,97209,1926-W-Burnside-St-UNIT-206,"Residential, condominium",Built in 2006,Heat pump,Heat pump,None,0,$330 monthly HOA fee,$409 price/sqft,2.5% buyers agency fee,289900
Hillsboro,OR,97124,1596-NE-71st-Ave,"Residential, condominium",Built in 2004,"Forced air, fireplace(s)",Central air,1 Attached garage space,0,$331 monthly HOA fee,$359 price/sqft,2.5% buyers agency fee,420000
Vancouver,WA,98686,1621-NE-113th-St-APT-431,"Residential, condominium",Built in 1980,Forced air,None,1 Garage space,0,$336 monthly HOA fee,$205 price/sqft,2% buyers agency fee,315000
Vancouver,WA,98664,10800-SE-17th-Cir-APT-S-201,"Residential, condominium",Built in 2004,Zoned,Wall unit(s),1 Attached garage space,0,$337 monthly HOA fee,$361 price/sqft,2.25% buyers agency fee,340000
Vancouver,WA,98664,10800-SE-17th-Cir-APT-L-136,"Residential, condominium",Built in 2004,"Wall furnace, fireplace(s)",Wall unit(s),1 Attached garage space,0,$338 monthly HOA fee,$302 price/sqft,2.25% buyers agency fee,349000
Portland,OR,97201,1104-SW-Columbia-St-UNIT-103,"Residential, condominium",Built in 1903,Zoned,No data,Open parking,0,$342 monthly HOA fee,$396 price/sqft,2.5% buyers agency fee,199444
Tacoma,WA,98422,4714-Fairwood-Blvd-NE-UNIT-905,Condominium,Built in 1994,"Fireplace(s), forced air",Forced air,3 Garage spaces,0,$345 monthly HOA fee,$300 price/sqft,2.5% buyers agency fee,459995
Vancouver,WA,98683,2518-SE-Baypoint-Dr-UNIT-27,"Residential, condominium",Built in 1984,"Ductless, heat exchanger, wall furnace",Heat exchanger,1 Garage space,0,$350 monthly HOA fee,$358 price/sqft,2% buyers agency fee,345000
Portland,OR,97230,217-NE-146th-Ave-APT-10,"Residential, condominium, townhouse",Built in 2006,Wall furnace,Wall unit(s),"Deeded, off street",$356 monthly HOA fee,No data,$264 price/sqft,2.25% buyers agency fee,214900
Seattle,WA,98115,1740-NE-86th-St-APT-203,Condominium,Built in 1982,"Fireplace(s), forced air",None,1 Garage space,0,$359 monthly HOA fee,$464 price/sqft,2.5% buyers agency fee,299950
Seattle,WA,98107,1525-NW-57th-St-UNIT-430,Condominium,Built in 2000,"Baseboard, wall furnace","None, window unit(s)",1 Garage space,0,$360 monthly HOA fee,$540 price/sqft,2.5% buyers agency fee,309000
